texts,texts_deepcut,action,object,destination
อยากสอบถามค่าใช้จ่ายหมายเลขนี้ครับ,อยาก สอบถาม ค่า ใช้จ่าย หมายเลข นี้ ครับ,enquire,balance,billing and payment
ต้องการระงับสัณญาณ DATA ครับ,ต้องการ ระงับ สัณญาณ DATA ครับ,cancel,service,other queries
สวัสดีครับ ผมจะชำระค่าโทรศัพท์ครับพี่ มียอดเท่าไหร่ครับ,สวัสดี ครับ ผม จะ ชำระ ค่า โทรศัพท์ ครับ พี่ มี ยอด เท่า ไหร่ ครับ,enquire,balance,billing and payment
ขอเปิดใช้งานบริการโรมมิ่ง เดือน พอดีจะไปทำงานที่ญี่ปุ่น,ขอ เปิด ใช้ งาน บริการ โรม มิ่ง เดือน พอดี จะ ไป ทำ งาน ที่ ญี่ปุ่น,enquire,roaming,international dialing
จะแจ้งมือถือหาย,จะ แจ้ง มือถือหาย,report,lost_stolen,lost and stolen
สอบถามนิดนึงพอดีว่าเบอร์นี้ไปทำเปลี่ยนซิมไว้ใช้กับ iPhone ไม่ทราบว่าจะใช้ได้วันไหน,สอบถาม นิดนึง พอดี ว่า เบอร์ นี้ ไป ทำ เปลี่ยน ซิม ไว้ ใช้ กับ iPhone ไม่ ทราบ ว่า จะ ใช้ ได้ วัน ไหน,request,information,other queries
ค่ะจะสอบถามว่าเขตทุ่งครุตอนนี้ อินเตอร์เน็ต มีปัญหาหรือเปล่า พอดี สัปดาห์ที่ผ่านมาช้ามากค่ะ,ค่ะ จะ สอบถาม ว่า เขต ทุ่งครุ ตอน นี้ อินเตอร์เน็ต มี ปัญหา หรือ เปล่า พอดี สัปดาห์ ที่ ผ่าน มา ช้า มาก ค่ะ,enquire,internet,internet
ผมอยากจะสอบถามค่าใช้จ่าย ยอดคงค้างอยู่ครับ,ผม อยาก จะ สอบถาม ค่า ใช้จ่าย ยอด คง ค้าง อยู่ ครับ,enquire,balance,billing and payment
คือพี่ใช้เติมเงินอยู่ และไปซื้อเครื่องไอโฟน แล้วจะใช้แบบรายเดือนได้ไหม,คือ พี่ ใช้ เติม เงิน อยู่ และ ไป ซื้อ เครื่อง ไอ โฟน แล้ว จะ ใช้ แบบ ราย เดือน ได้ไหม,change,package,promotions
พอดีว่าเบอร์โดนระงับค่ะ,พอดีว่า เบอร์โดน ระงับ ค่ะ,report,suspend,billing and payment
สอบถามยอดการใช้งานเนื่องจากหมายเลขโดนระงับสัญญาณ,สอบถาม ยอด การ ใช้ งาน เนื่อง จาก หมายเลข โดน ระงับ สัญญาณ,enquire,suspend,billing and payment
ไม่ได้สมัครการใช้บริการโทรออกต่างประเทศ ทำไมมียอดค่าใช้จ่าย,ไม่ ได้ สมัคร การ ใช้ บริการ โทร ออก ต่าง ประเทศ   ทำไม มี ยอด ค่า ใช้จ่าย,enquire,balance,billing and payment
คือ อยากจะสอบถามค่าบริการของเน็ต ซิมเนตครับเบอร์....,คือ อยาก จะ สอบถาม ค่า บริการ ของ เน็ต ซิมเนตครับ เบอร์ ....,enquire,balance,billing and payment
จะต่อแพ็คเกจไวไฟครับ,จะ ต่อ แพ็คเกจไวไฟ ครับ,enquire,internet,internet
อยากทราบรายการโปรโมชั่นของทรูมูฟ ว่ามีโปรโมชั่นอะไรบ้างค่ะ,อยาก ทราบ รายการ โปรโมชั่น ของ ทรูมูฟ ว่า มี โปรโมชั่น อะไร บ้าง ค่ะ,enquire,promotion,promotions
ฮัลโหลครับ ขอซื้อPackageเสริมหน่อยครับ,ฮัลโหล ครับ   ขอ ซื้อ Package เสริม หน่อย ครับ,buy,package,promotions
ที่บ้านใช้สัญญาณของทรูอยู่ แต่มันขึ้น E- ค่ะ ดูไม่ได้ค่ะ,ที่ บ้าน ใช้ สัญญาณ ของ ทรู อยู่ แต่ มัน ขึ้น E - ค่ะ ดู ไม่ ได้ ค่ะ,enquire,nontruemove,other queries
