0,labels,len,texts
,neutral,,เข้าไปในค่างวดของน้องทั้งหมดแล้วไม่รู้ว่าน้องผ่อนกี่งวดล่ะ 48 60 หรือ 72 เนี่ย
,neutral,,ไปกู้หนี้ยืมสินออกหุ้นกู้บ้างแหละ
,positive,36.0,น้องอธิบายเข้าใจดีจัง เยี่ยมมากๆ เลย
,neutral,37.0,ไม่ได้เป็นสิ่งที่ยอมรับทำเหมือนๆกันไป
,positive,15.0,บริการดีมากนะคะ
,neutral,33.0,เอาง่ายๆก็คือไม่มีบัตรผ่อนได้ป่าว
,neutral,25.0,ในไม่ช้ามันจะแสดงออกมาเอง
,neutral,,ลงมาถึงเลย
,neutral,,อยู่กับพ่อ 2 คน
,neutral,,ทุกอย่างเนี่ยผมว่ามันคือจุดร่วมที่ทำให้ทุกคนจะต้องดิ้นรน
,positive,20.0,โอเค ข้อมูลชัดเจนมาก
,neutral,46.0,เพราะพ่อแม่ไม่ได้จ่าย แต่มีช่วยซื้อของเข้าบ้าน
,neutral,,sfx
,neutral,,ที่ผมเห็นมากก็คือว่า
,neutral,,ผู้บริหาร
,neutral,,ใช้เครื่องมือนี้ให้เกิดประโยชน์ที่สุด
,positive,15.0,บริการดีมากๆเลย
,neutral,87.0,พอดีเพิ่งไปกดเงินสดจากบัตรยูเมะพลัสมาเพื่อปิดยอด บัตรเฟริสช้อย อย่างนี้เขาจะเชคยังไงค่ะ
,neutral,,มังกรมังกรก็ไม่มีขั้นต่ำ
,negative,22.0,ถ้าเข้าใจไม่ถามหรอกค่ะ
,neutral,,เข้ามาเป็นนักลงทุนเต็มตัวนั้นผมก็มีอะไรก็จะคุยกันว่าตอนนี้คืออะไรอยู่ทำอะไรอยู่นะครับแต่ว่าส่วนใหญ่
,neutral,56.0,เพื่อตรวจสอบรายละเอียดเพิ่มเติมให้นะคะ ยินดีที่ได้บริการ
,neutral,30.0,พอล้านแรกมา ล้านหลังๆก็ไว้ขึ้น
,neutral,,ต้องเรียนรู้
,neutral,,ตัวที่เพิ่มเข้ามาก็คือเงินเดือนมากเงินน้อยเงินเดือนฉบับสามแสนห้าแสนเจ็ดแสน
,neutral,,อยากจะให้ดูของตัวเองก่อนว่าจะเอาอะไรสินทรัพย์ใหม่เข้ามาเนี่ย
,neutral,,ใช้ได้
,neutral,,โลกสองโลกนี้เกิดขึ้น
,negative,12.0,แบบนี้ไม่ ok
,negative,78.0,ถ้าต้องการปรับปรุงรายปีต้องเปลี่ยนช่องทางการรับเอกสารจากไปรษณีย์มารับทาง email
,neutral,56.0,เพื่อตรวจสอบรายละเอียดเพิ่มเติมให้นะคะ ยินดีที่ได้บริการ
,neutral,,ไม่ใช่เรื่องง่ายเลยนะเด็กๆ
,neutral,,ครับครับ
,neutral,,ก็ลองไปดูก่อน
,neutral,,กลับนะบ่ติ The Money Case
,neutral,62.0,เราเจอแก้ไขเอกสารหลายรอบมากเพราะเราขีดคร่อมว่าทำบัตรเครดิต 555
,neutral,97.0,เอาแล้วบิลมาปวดหัว แต่ก็จ่ายเต็มตลอด คิดว่าอยากจะยกเลิกให้มี2ใบพอ หรือมีใบไหนที่ไม่ใช้ก็ไม่เป็นไร
,negative,70.0,cs ควรกล่าวขออภัยและขอคุยสายกับทางสาขาเพื่อรีบหาทางแก้ไขปัญหาให้ลูกค้า
,neutral,,nan
,neutral,,แต่คุณเป็นคนที่แบบช่วงมีนาคมที่ผ่านมาเนี่ย
,positive,24.0,ขอบคุณค่ะ บริการดีมากเลย
,neutral,,nan
,neutral,,อันนี้ว่ากลุ่มนี้
,negative,21.0,จะยกเลิกบัตรเดี๋ยวนี้
,neutral,,แต่ว่าให้เราทำกิจกรรมตรงนี้ว่า
,neutral,21.0,บทเรียนราคาแพงเลยจขกท
,neutral,,ก็เริ่มกลับมาริโอเพนนิ่งบ้านแต่ว่าก่อนหน้านี้ก็คือปิดทุกอย่างเพราะปิดทุกอย่างก็คือเหมือนกันทุกอย่าง
,neutral,25.0,amex platinum charge card
