texts,labels
บางคำถามก็ไม่มีคำตอบยันปัจจุบัน บอกจะเช็คแล้วโทรกลับมาแจ้งก็เงียบ,negative
บัตรกดเงินสดเฟิสช้อย สามารถผ่อนของได้ยังไงค่ะ,neutral
อันนี้น่าจะเป็นคำแนะนำที่ดีในมุมผมเองที่,neutral
อะไรหน่อยเกี่ยวกับเรื่องของมุมมองการลงทุน,neutral
ขอบพระคุณมากเลยค่ะ ได้เรียนรู้อะไรใหม่ๆ น้องกิ่งแก้วน่ารักมาก,positive
เดี๋ยวใจเย็นพี่ประโยคเปิด,neutral
คนที่รักอะไรนะลงเฟซรักต้องเสี่ยงอยู่แล้วรับความเสี่ยงได้,neutral
กลับไปดูเรื่องหนี้สินไปดูเรื่องอะไรต่างๆก็ลองไปคำนวณกันดู,neutral
ต้องบอกว่า,neutral
ถูกครับ แต่ต้องรอเคลียร์ยอดครับ,neutral
เอ้าโยนความรับผิดชอบให้เรา,negative
หลอกลวงผู้บริโภคชัดๆ,negative
บัตรเครดิตกรุงศรี บริหารงานโดย บริษัท บัตรกรุงศรีอยุธยา จำกัด,neutral
capacity ของ,neutral
หยุดเถอะ หยุดก่อนที่มันจะบานปลายไปกว่านี้,negative
แบบนี้ก้อได้ด้วยเหรอ,negative
เปลี่ยนได้,neutral
ราคาเป็นวันนี้เราจะคุยกันเพราะว่าแม่ต้องบอกว่า,neutral
ทำไงดี  บัตรกรุงศรี,neutral
ไว้พิจารณาเพื่อประกอบการตัดสินใจนะคะ สำหรับคุณสมบัติของผู้สมัคร มีดังนี้ค่ะ,neutral
บ้านมันจะสร้างอีกนานไหมกว่าแบ็งค์จะจ่ายเงิน,neutral
หนูอยากขอคำแนะนำจากพี่ๆทั้งสองเรื่องการออมเงินสำหรับอนาคตครับผมอนาคตเป็นยังไงลองฟังดูนะครับพอดีว่าหนูเดทกับชาวต่างชาติ,neutral
2 บัตรกดเงินสดอิออน        2 000 บาท,neutral
มีใครไปบ้างไม่ใส่บ้าง,neutral
อะไรที่มันโดนค่าปรับแพงๆหรือทำความเสียหายทางลบเนี่ยไม่มี,neutral
ยิ่งอายุมากแล้วด้วย,neutral
คุณอธิบายแบบนี้ เราเข้าใจ เมื่อคืนคุยกับเจ้าหน้าที่อีกคนไม่เป็นแบบนี้ ถ้าเค้าอธิบายเหมือนคุณ เราก็ไม่มีปัญหา,positive
